file,...1,Area,Mean,Min,Max,Perim.,Feret,FeretX,FeretY,FeretAngle,MinFeret,susp,num
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,14,818.301,123.249,81,141,221.903,84.135,860,1201,166.171,23.131,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,15,521.311,107.042,64,141,104.083,36.601,2094,1214,105.945,23.716,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,16,358.599,118.947,89,141,85.877,29.663,942,1298,126.384,20.832,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,17,8588.998,101.293,30,141,961.403,181.243,1978,1439,108.184,118.208,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,18,14805.24,62.284,5,141,775.071,209.506,1895,1508,146.501,113.565,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,19,10424.645,102.429,29,141,595.04,157.972,910,2062,74.305,108.124,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-10-1-results.csv,20,1758.241,75.5,26,141,174.089,64.408,376,2036,162.979,40.023,3PP,10
data-raw/TEM Images 2021-12-01/image-j/3PP-11-1-results.csv,1,19584.567,86.318,8,136,1612.612,257.019,1097,597,119.014,169.503,3PP,11
data-raw/TEM Images 2021-12-01/image-j/3PP-11-1-results.csv,2,42864.231,74.634,5,136,2638.771,324.758,946,1049,118.105,274.523,3PP,11
data-raw/TEM Images 2021-12-01/image-j/3PP-11-1-results.csv,3,3548.038,103.074,43,136,764.451,175.384,2133,1666,105.832,63.081,3PP,11
data-raw/TEM Images 2021-12-01/image-j/3PP-12-1-results.csv,1,10196.168,80.031,3,143,796.434,165.99,282,101,8.928,108.624,3PP,12
data-raw/TEM Images 2021-12-01/image-j/3PP-12-1-results.csv,2,25132.206,86.508,8,143,1351.708,281.578,505,770,49.343,164.861,3PP,12
data-raw/TEM Images 2021-12-01/image-j/3PP-12-1-results.csv,3,2318.226,85.019,36,143,299.803,75.74,529,471,20.389,52.462,3PP,12
data-raw/TEM Images 2021-12-01/image-j/3PP-12-1-results.csv,4,1805.872,86.773,27,143,239.678,63.608,426,586,32.905,48.639,3PP,12
data-raw/TEM Images 2021-12-01/image-j/3PP-12-1-results.csv,5,1109.575,120.261,84,143,314.87,87.441,248,1172,87.117,40.368,3PP,12
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,1,638.66,152.731,138,159,219.046,50.598,1471,337,18.06,28.029,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,2,596.01,153.407,132,159,286.061,45.87,1447,337,136.848,34.876,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,3,71304.678,135.932,88,159,2850.936,387.851,1570,658,28.154,334.224,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,4,449.468,155.703,144,159,285.09,42.207,1876,529,41.987,30.399,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,5,1934.572,151.518,124,159,660.622,84.136,1504,614,122.307,64.642,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,6,518.365,154.648,141,159,240.469,48.173,1876,685,62.879,29.281,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,7,815.823,121.311,92,159,113.177,39.365,1365,965,50.389,30.318,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,8,8014.969,132.289,47,159,731.251,154.969,163,953,121.759,95.232,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,9,409.005,155.652,147,159,238.631,40.61,1258,952,145.491,28.06,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,10,152695.596,108.379,0,159,8308.014,783.165,1238,999,124.39,494.717,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,11,5469.076,127.039,61,159,546.728,109.45,905,1093,44.226,84.073,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,12,398.069,151.907,125,159,188.497,50.37,943,1107,4.764,20.718,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,13,17630.962,118.385,29,159,2136.471,291.097,1657,1397,148.366,186.942,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,14,1127.498,131.824,61,159,199.269,74.454,1782,1493,10.521,27.974,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,15,530.394,147.049,124,159,162.594,49.25,1819,1507,176.348,23.683,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,16,4287.992,134.034,85,159,474.217,99.264,1775,1582,11.547,82.036,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,17,1340.749,148.46,127,159,176.009,49.714,1607,1828,22.249,43.479,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-13-1-results.csv,18,522.739,127.146,87,159,96.191,30.399,2126,2012,49.185,24.973,3PP,13
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,1,609.632,131.806,99,151,126.039,50.436,1996,251,175.236,23.037,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,2,5096.352,70.586,23,151,310.507,104.04,2123,267,139.899,75.232,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,3,24766.865,85.322,2,151,985.637,284.848,398,409,160.233,179.367,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,4,982.429,123.013,81,151,152.695,60.006,1284,431,150.751,27.867,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,5,2083.276,78.905,14,151,199.066,65.56,456,480,26.565,49.952,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,6,3078.863,133.815,103,151,405.071,106.662,878,463,136.591,53.194,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,7,2934.13,71.386,0,151,236.551,74.984,647,494,54.09,58.639,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,8,447.356,138.951,118,151,100.908,32.78,2072,519,63.435,25.131,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,9,399.112,141.681,126,151,114.701,39.124,2040,515,105.524,16.754,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,10,999.973,134.061,114,151,147.998,54.45,591,561,112.62,30.464,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,11,578.931,145.356,136,151,132.471,46.121,625,578,50.528,24.293,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,12,1114.005,85.728,27,151,139.113,43.174,459,619,129.094,35.54,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,13,4863.902,139.544,110,151,411.205,104.334,1499,705,51.52,75.211,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,14,2977.989,85.948,12,151,240.74,71.634,894,691,37.875,60.733,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,15,754.365,124.674,91,151,121.132,44.77,1986,684,10.784,26.719,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,16,3394.644,114.607,65,151,386.284,100.567,594,717,58.627,56.194,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,17,421.041,142.49,123,151,112.755,38.502,1710,708,67.62,20.605,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,18,780.68,125.011,95,151,115.717,40.447,1198,729,111.251,29.042,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,19,767.523,134.669,116,151,123.375,42.405,1194,771,69.775,27.644,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,20,1206.107,132.527,113,151,158.618,59.53,413,757,140.711,34.06,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,21,763.137,108.684,69,151,112.247,39.735,2183,827,161.565,29.319,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,22,4385.845,123.205,72,151,328.996,90.925,1548,867,61.074,74.04,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,23,447.356,145.48,134,151,135.433,40.663,1596,892,78.111,22.259,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,24,780.68,122.556,88,151,121.851,41.727,1574,881,162.474,29.319,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,25,93694.8,114.858,39,151,5126.496,624.214,1382,1187,83.256,460.96,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,26,916.642,108.976,69,151,125.531,44.524,2170,905,131.186,33.369,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,27,31249.143,116.644,50,151,1723.892,319.569,1119,909,118.58,218.281,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,28,482.443,134.336,119,151,86.31,29.985,541,967,12.095,20.942,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,29,3175.352,125.42,67,151,356.159,102.959,239,1011,175.333,60.824,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,30,4065.678,135.249,113,151,385.776,114.802,1058,1021,165.203,71.757,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,31,11425.125,116.577,47,151,893.999,195.315,312,1114,85.696,136.901,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,32,1890.299,130.729,103,151,193.142,67.537,677,1021,119.745,40.944,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,33,899.098,101.395,40,151,129.001,43.729,625,1084,16.699,31.414,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,34,372.797,132.282,104,151,79.458,28.485,1705,1129,162.897,20.732,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,35,1359.612,135.377,99,151,162.088,51.809,598,1187,165.964,38.185,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,36,399.112,137.637,120,151,83.138,27.306,766,1266,57.529,22.072,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,37,802.61,130.781,114,151,111.02,38.616,870,1349,77.471,31.414,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,38,96093.857,105.875,28,151,3953.553,640.235,1481,1361,147.558,286.409,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,39,706.121,132.193,101,151,113.474,41.305,584,1353,149.534,26.387,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,40,692.963,105.854,50,151,106.324,33.113,777,1374,34.695,29.319,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,41,828.925,125.466,84,151,110.512,36.574,447,1425,113.629,33.508,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,42,5912.119,132.971,84,151,780.017,145.154,1507,1497,136.169,92.12,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,43,618.404,131.404,97,151,105.307,41.252,545,1510,23.962,23.037,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,44,425.427,120.784,88,151,87.835,28.485,1099,1517,36.027,23.365,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,45,1671.007,118.997,66,151,202.535,66.226,858,1537,71.565,39.452,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,46,486.829,130.027,107,151,108.777,39.735,1755,1515,161.565,17.982,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,47,24087.059,109.404,39,151,1251.087,308.394,1597,1659,74.643,137.344,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,48,557.002,113.528,62,151,105.097,35.664,757,1531,49.764,26.224,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,49,12100.545,130.73,61,151,1238.609,251.248,1519,1551,111.003,102.679,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,50,355.253,129.963,96,151,83.138,28.175,1563,1552,138.013,19.668,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,51,614.018,128.986,100,151,118.889,38.616,763,1563,167.471,23.037,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,52,675.42,131.903,110,151,122.359,40.447,597,1581,68.749,25.84,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,53,17534.607,96.858,28,151,830.489,213.448,1678,1565,105.945,160.071,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,54,5841.945,74.989,15,151,370.336,123.844,482,1627,86.121,73.298,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,55,820.153,139.337,124,151,126.039,46.121,329,1610,50.528,28.953,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,56,13394.37,95.033,15,151,612.513,171.894,819,1595,112.19,122.684,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,57,355.253,132.333,106,151,77.215,26.49,359,1604,18.435,20.942,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,58,627.176,125.965,95,151,109.285,35.786,504,1621,110.556,26.224,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,59,1425.4,135.455,102,151,276.789,74.368,1730,1663,57.653,35.359,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,60,1324.525,112.401,41,151,167.205,63.383,1,1687,172.405,29.319,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,61,728.05,119.639,82,151,108.777,36.574,30,1702,13.241,29.319,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,62,372.797,128.176,100,151,70.783,25.563,692,1723,124.992,20.942,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,63,355.253,137.667,123,151,74.972,26.241,255,1795,61.39,20.657,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,64,342.096,140.885,124,151,117.154,39.735,467,1830,18.435,18.793,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,65,1061.374,135.967,103,151,241.038,64.071,650,1858,11.31,33.638,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,66,842.082,130.568,102,151,143.301,52.981,384,1912,18.435,26.717,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,67,942.957,107.023,55,151,139.621,44.376,335,1987,70.71,34.06,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,68,1806.968,97.665,55,151,172.41,57.924,436,2052,40.601,46.358,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,69,14372.413,90.858,15,151,832.645,205.62,647,2177,146.634,142.408,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,70,337.71,144.61,132,151,82.122,31.967,671,2178,31.608,18.848,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,71,2320.112,112.588,48,151,312.031,84.81,166,2219,57.095,60.545,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,72,1978.016,132.146,99,151,322.651,98.162,737,2231,78.93,51.921,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,73,4460.404,134.755,90,151,544.518,138.061,168,2231,22.286,79.581,3PP,14
data-raw/TEM Images 2021-12-01/image-j/3PP-14-1-results.csv,74,837.696,141.958,131,151,153.921,47.48,224,2231,41.424,31.365,3PP,14
